run 40000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 9 9 9
Memory usage per processor = 3.8843 Mbytes
Step Time Lx Ly Lz Press Density Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
   26580        26580    601.59789    601.59789    601.59789   0.99925579  0.003524341   0.99772799   0.98740467    1.0126347   -12.377396    300.59963   -12.377396    4769.5698    4757.1924 
   26585        26585    600.66246    600.66246    600.66246    1.0064335 0.0035408322    1.0049949   0.99465827    1.0196473   -12.478788    301.36322   -12.478788    4781.6856    4769.2068 
   26590        26590    600.75776    600.75776    600.75776    1.0049094 0.0035391475    1.0036128   0.99333392    1.0177815   -12.538211    301.09246   -12.538211    4777.3895    4764.8513 
   26595        26595    601.42403    601.42403    601.42403   0.99858733 0.0035273983   0.99744993   0.98726752    1.0110446   -12.566782    300.24939   -12.566782    4764.0125    4751.4457 
   26600        26600    601.80001    601.80001    601.80001   0.99474558 0.0035207911    0.9937402    0.9836366    1.0068599   -12.597336    299.69777   -12.597336    4755.2601    4742.6628 
   26605        26605    601.46318    601.46318    601.46318   0.99688077 0.0035267095   0.99596597   0.98590157    1.0087748   -12.651348    299.85712   -12.651348    4757.7885    4745.1372 
   26610        26610    600.60108    600.60108    600.60108    1.0034526 0.0035419179    1.0026005   0.99254801    1.0152092   -12.724613    300.54187   -12.724613    4768.6534    4755.9288 
   26615        26615    599.78858    599.78858    599.78858     1.009661 0.0035563315    1.0088641   0.99883603    1.0212827   -12.792421    301.17888   -12.792421    4778.7607    4765.9682 
   26620        26620    600.01968    600.01968    600.01968    1.0070259 0.0035522239    1.0063148   0.99636636    1.0183964   -12.805262    300.76775   -12.805262    4772.2374    4759.4321 
   26625        26625    601.99381    601.99381    601.99381   0.98980485 0.0035173917   0.98922015   0.97944152    1.0007529    -12.72959    298.61929    -12.72959    4738.1481    4725.4185 
   26630        26630    603.56707    603.56707    603.56707   0.97621987 0.0034899581   0.97573399   0.96609361   0.98683203   -12.664909    296.88818   -12.664909    4710.6809     4698.016 
   26635        26635    601.91317    601.91317    601.91317   0.98920822 0.0035188056   0.98872027    0.9790647    0.9998397   -12.760295    298.34889   -12.760295    4733.8577    4721.0974 
   26640        26640      598.033      598.033      598.033    1.0214081 0.0035877434    1.0208501    1.0110875    1.0322868   -12.962219    302.06022   -12.962219    4792.7447    4779.7825 
   26645        26645    596.96066    596.96066    596.96066    1.0300602 0.0036071126    1.0295033     1.019768    1.0409094   -13.029601    302.97064   -13.029601    4807.1903    4794.1607 
   26650        26650    599.98549    599.98549    599.98549     1.003466 0.0035528312    1.0030116   0.99346791    1.0139186   -12.886612    299.74575   -12.886612    4756.0215    4743.1349 
   26655        26655    603.08059    603.08059    603.08059   0.97713262 0.0034984105    0.9767659   0.96740511   0.98722686   -12.734941    296.50158   -12.734941    4704.5467    4691.8118 
   26660        26660    602.57578    602.57578    602.57578   0.98066546 0.0035072104   0.98029308   0.97096727   0.99073604   -12.770619     296.8278   -12.770619    4709.7228    4696.9521 
   26665        26665    600.62587    600.62587    600.62587   0.99623098 0.0035414793   0.99581258   0.98647156    1.0064088   -12.886402    298.59082   -12.886402    4737.6963    4724.8099 
   26670        26670    599.41373    599.41373    599.41373    1.0058382 0.0035630077    1.0053823   0.99605772    1.0160744   -12.962929    299.63379   -12.962929     4754.245     4741.282 
   26675        26675     599.3282     599.3282     599.3282    1.0059623 0.0035645335    1.0054933   0.99621747    1.0161761   -12.984668    299.55423   -12.984668    4752.9826    4739.9979 
   26680        26680    600.06918    600.06918    600.06918   0.99911766 0.0035513449   0.99865032   0.98944638    1.0092563   -12.961695    298.65111   -12.961695     4738.653    4725.6913 
   26685        26685    600.82015    600.82015    600.82015   0.99225181 0.0035380451   0.99178334   0.98264482    1.0023273   -12.938563    297.74372   -12.938563    4724.2555     4711.317 
   26690        26690    600.62448    600.62448    600.62448   0.99330776 0.0035415039   0.99281102   0.98370703    1.0034052   -12.970406    297.77964   -12.970406    4724.8254     4711.855 
   26695        26695    598.83881    598.83881    598.83881    1.0077595 0.0035732796    1.0071877   0.99807496    1.0180158   -13.096179    299.40249   -13.096179     4750.575    4737.4788 
   26700        26700    596.36019    596.36019    596.36019    1.0284833 0.0036180194    1.0278064    1.0186777    1.0389658   -13.260098    301.74079   -13.260098    4787.6765    4774.4164 
   26705        26705    596.93792    596.93792    596.93792    1.0228776 0.0036075247    1.0221837    1.0130998    1.0333491   -13.257936    300.99976   -13.257936    4775.9186    4762.6607 
   26710        26710     600.7859     600.7859     600.7859   0.98969325 0.0035386501   0.98908351   0.98010008   0.99989615   -13.060047    296.99993   -13.060047    4712.4539    4699.3939 
   26715        26715    602.82107    602.82107    602.82107   0.97242369 0.0035029308   0.97184137    0.9629243    0.9825054   -12.961987    294.84657   -12.961987    4678.2869    4665.3249 
   26720        26720    600.99907    600.99907    600.99907   0.98682855 0.0035348862   0.98616068   0.97721908   0.99710589   -13.106174    296.49173   -13.106174    4704.3904    4691.2842 
   26725        26725    597.83388    597.83388    597.83388    1.0129067 0.0035913295    1.0120997    1.0031175     1.023503   -13.332734    299.49769   -13.332734    4752.0855    4738.7528 
   26730        26730    597.02293    597.02293    597.02293    1.0193235  0.003605984     1.018449    1.0094705    1.0300511   -13.416571    300.17054   -13.416571    4762.7615    4749.3449 
   26735        26735    598.67958    598.67958    598.67958    1.0046556 0.0035761315    1.0038062   0.99486032    1.0153001   -13.347534    298.37092   -13.347534    4734.2072    4720.8596 
   26740        26740    600.47727    600.47727    600.47727   0.98908139 0.0035441092    0.9882596   0.97935526   0.99962931   -13.267038    296.44945   -13.267038    4703.7194    4690.4524 
   26745        26745    600.52042    600.52042    600.52042   0.98822982 0.0035433455   0.98737689   0.97847971   0.99883285    -13.29663    296.27396    -13.29663     4700.935    4687.6384 
   26750        26750    599.24449    599.24449    599.24449   0.99839158 0.0035660274   0.99745728   0.98854628    1.0091712   -13.413889    297.40851   -13.413889    4718.9368    4705.5229 
   26755        26755    598.23697    598.23697    598.23697    1.0064167 0.0035840749    1.0054094   0.99649025    1.0173503   -13.515684     298.2857   -13.515684    4732.8551    4719.3394 
   26760        26760    598.29306    598.29306    598.29306    1.0054786 0.0035830669    1.0044386   0.99552755    1.0164697   -13.546241    298.10667   -13.546241    4730.0144    4716.4682 
   26765        26765    598.98399    598.98399    598.98399   0.99920151 0.0035706821   0.99815554    0.9892612    1.0101878   -13.534128    297.29898   -13.534128    4717.1988    4703.6647 
   26770        26770    599.46079    599.46079    599.46079   0.99477641 0.0035621687   0.99371663   0.98483606    1.0057765   -13.530835    296.70955   -13.530835    4707.8466    4694.3157 
   26775        26775    599.23201    599.23201    599.23201   0.99627621 0.0035662502   0.99517272   0.98630116    1.0073547   -13.576988    296.82365   -13.576988    4709.6568    4696.0799 
   26780        26780    598.38068    598.38068    598.38068    1.0030364 0.0035814933      1.00186   0.99299368    1.0142556   -13.662489    297.56014   -13.662489    4721.3426    4707.6801 
   26785        26785    597.37343    597.37343    597.37343    1.0111954 0.0035996405    1.0099344    1.0010784    1.0225733   -13.759824    298.45852   -13.759824    4735.5971    4721.8373 
   26790        26790    597.32806    597.32806    597.32806    1.0112065 0.0036004607     1.009905    1.0010706    1.0226439   -13.788577    298.39984   -13.788577     4734.666    4720.8775 
   26795        26795    599.41321    599.41321    599.41321   0.99326298  0.003563017    0.9920232   0.98322923    1.0045365   -13.662541    296.22595   -13.662541    4700.1733    4686.5108 
   26800        26800    601.61013    601.61013    601.61013   0.97481599 0.0035241258   0.97363777   0.96489543   0.98591475   -13.520498    293.97034   -13.520498    4664.3838    4650.8633 
   26805        26805    600.61236    600.61236    600.61236   0.98269416 0.0035417184   0.98143026   0.97271206   0.99394016   -13.605873    294.85912   -13.605873     4678.486    4664.8801 
   26810        26810    596.56921    596.56921    596.56921    1.0164093 0.0036142179    1.0148933     1.006204    1.0281304   -13.904375    298.78602   -13.904375    4740.7935    4726.8891 
   26815        26815    594.70177    594.70177    594.70177    1.0323227 0.0036483721    1.0306444    1.0220195    1.0443043   -14.040272     300.5828   -14.040272    4769.3027    4755.2625 
   26820        26820    597.10167    597.10167    597.10167    1.0113253 0.0036045575     1.009736    1.0011527    1.0230872   -13.877507    298.08836   -13.877507    4729.7239    4715.8464 
   26825        26825    600.29518    600.29518    600.29518    0.9842814 0.0035473355   0.98281587   0.97428765   0.99574066   -13.652543    294.84532   -13.652543     4678.267    4664.6145 
   26830        26830    600.43475    600.43475    600.43475   0.98291786 0.0035448622   0.98140679   0.97294254   0.99440424   -13.639286    294.63492   -13.639286    4674.9287    4661.2894 
   26835        26835    598.94619    598.94619    598.94619   0.99509835 0.0035713582   0.99344496   0.98506048    1.0067896    -13.73351     296.0342    -13.73351    4697.1307    4683.3972 
   26840        26840    597.66543    597.66543    597.66543     1.005729  0.003594367    1.0039358   0.99564235    1.0176089   -13.806223    297.24171   -13.806223    4716.2901    4702.4839 
   26845        26845    597.42463    597.42463    597.42463    1.0076331 0.0035987151    1.0057564   0.99755587    1.0195869   -13.804488     297.4219   -13.804488    4719.1493    4705.3448 
   26850        26850    598.25938    598.25938    598.25938    1.0004452 0.0035836723   0.99855493   0.99043162    1.0123489   -13.726712    296.53624   -13.726712    4705.0966    4691.3699 
   26855        26855    599.39683    599.39683    599.39683   0.99081314 0.0035633091    0.9889284   0.98087746    1.0026335   -13.625558    295.36007   -13.625558    4686.4344    4672.8089 
   26860        26860    599.60652    599.60652    599.60652   0.98899078 0.0035595721   0.98705216   0.97908897    1.0008312   -13.585291    295.10757   -13.585291    4682.4281    4668.8428 
   26865        26865     597.5793     597.5793     597.5793    1.0059765 0.0035959213    1.0038257   0.99600826    1.0180956   -13.678521     297.0731   -13.678521    4713.6148    4699.9363 
   26870        26870    594.16442    594.16442    594.16442    1.0354717 0.0036582797    1.0329744    1.0253874    1.0480533   -13.841252    300.46061   -13.841252    4767.3641    4753.5228 
   26875        26875    594.77672    594.77672    594.77672     1.030074 0.0036469931     1.027553    1.0200405    1.0426283   -13.766085    299.80437   -13.766085    4756.9515    4743.1855 
   26880        26880     599.2773     599.2773     599.2773   0.99158496 0.0035654418   0.98935835   0.98175723    1.0036393   -13.469804    295.28129   -13.469804    4685.1845    4671.7147 
   26885        26885    601.43351    601.43351    601.43351   0.97376616 0.0035272315   0.97164174   0.96404643   0.98561032   -13.312694    293.13763   -13.312694    4651.1714    4637.8587 
   26890        26890    599.86521    599.86521    599.86521   0.98669611 0.0035549688   0.98440354   0.97692867   0.99875612   -13.371314    294.65099   -13.371314    4675.1837    4661.8124 
   26895        26895     597.2439     597.2439     597.2439    1.0088046 0.0036019829    1.0062501   0.99894917    1.0212144   -13.477204    297.22833   -13.477204    4716.0779    4702.6007 
   26900        26900    596.44124    596.44124    596.44124    1.0157371 0.0036165447     1.013072    1.0058626    1.0282767   -13.488146    298.01757   -13.488146    4728.6007    4715.1125 
   26905        26905    597.70577    597.70577    597.70577    1.0049811 0.0035936393    1.0023939   0.99515437    1.0173949   -13.395289    296.74947   -13.395289    4708.4798    4695.0845 
   26910        26910    599.38222    599.38222    599.38222   0.99091934 0.0035635697     0.988453   0.98115225    1.0031528   -13.290524    295.08798   -13.290524    4682.1173    4668.8268 
   26915        26915    599.68746    599.68746    599.68746   0.98844904  0.003558131   0.98599782   0.97868903    1.0006603    -13.26098    294.79058    -13.26098    4677.3985    4664.1376 
